,qID,qText,qSpan,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts,speakerGender,dialogueTurn,speakerType,novel,startParaID,endParaID,startChapID,endChapID,speakerID,startByte,endByte,addresse
313,Q313,"We did everything together when we were kids—thick as thieves, Dad used to say.","[55844, 55923]",Claire,"['Sam', 'Dana']",Anaphoric,she said.,[],[],[],she/her,,intermediate,,,,5,5,11,55844,55923,
314,Q314,"Miss Haven,","[56732, 56743]",Dana,"['Claire', 'Sam']",Explicit,"Dana began gently,",[],[],[],she/her,,major,,,,5,5,0,56732,56743,
315,Q315,we need to understand more about Emily's life to help us find out who might have wanted to harm her.,"[56765, 56865]",Dana,"['Claire', 'Sam']",Implicit,,[],[],[],she/her,,major,,,,5,5,0,56765,56865,
316,Q316,"Could you tell us about her interests, recent activities, anything that might give us some insight into her personality?","[56932, 57052]",Dana,"['Claire', 'Sam']",Implicit,,[],[],[],she/her,,major,,,,5,5,0,56932,57052,
317,Q317,"Emily was…she was passionate about everything she did. Her friends meant the world to her, and she would do anything to help them. She was involved in all sorts of community projects—organizing food drives, tutoring underprivileged kids, advocating for affordable housing.","[57118, 57390]",Claire,"['Sam', 'Dana']",Explicit,"Claire took a deep breath, steadying herself before speaking.",[],[],[],she/her,,intermediate,,,,5,5,11,57118,57390,
318,Q318,She even convinced me to join her at a few events.,"[57459, 57509]",Claire,"['Sam', 'Dana']",Explicit,"Claire took a deep breath, steadying herself before speaking.",[],[],[],she/her,,intermediate,,,,5,5,11,57459,57509,
319,Q319,"What about her political work, Miss Haven?","[57692, 57734]",Sam,"['Claire', 'Dana']",Implicit,,[],[],[],he/him/his,,major,,,,5,5,1,57692,57734,
320,Q320,"Politics was her lifeblood. It started in college when she joined the student government. After graduation, she became a community organizer for Citizens for Social Justice. She led campaigns for better education funding, healthcare reform, and clean energy initiatives. But most of all","[57833, 58119]",Claire,"['Sam', 'Dana']",Explicit,here Claire's voice rose in intensity,[],[],[],she/her,,intermediate,,,,5,5,11,57833,58119,
321,Q321,she fought for government transparency. She believed that everyone had a right to know what their elected officials were doing so they could hold them accountable.,"[58164, 58327]",Claire,"['Sam', 'Dana']",Explicit,here Claire's voice rose in intensity,[],[],[],she/her,,intermediate,,,,5,5,11,58164,58327,
322,Q322,"It sounds like your sister was an amazing person,","[58849, 58898]",Dana,"['Claire', 'Sam']",Explicit,Dana said.,[],[],[],she/her,,major,,,,5,5,0,58849,58898,
323,Q323,"Even the kindest people, though, can fall under criticism. Did she have any enemies that you know of? Anyone who might have held a grudge against her because of her work?","[58912, 59082]",Dana,"['Claire', 'Sam']",Explicit,Dana said.,[],[],[],she/her,,major,,,,5,5,0,58912,59082,
324,Q324,"No, not that I can think of. She was so kind-hearted and always tried to understand people's perspectives, even if they didn't agree with her. Honestly, I don't think she had a malicious bone in her body.","[59129, 59333]",Claire,"['Sam', 'Dana']",Implicit,,[],[],[],she/her,,intermediate,,,,5,5,11,59129,59333,
325,Q325,And what about her dating life? Was she seeing anyone?,"[59372, 59426]",Dana,"['Claire', 'Sam']",Implicit,,[],[],[],she/her,,major,,,,5,5,0,59372,59426,
326,Q326,"Sorry to interrupt, but do you mind if I use your bathroom?","[59454, 59513]",Sam,"['Claire', 'Dana']",Implicit,,[],[],[],he/him/his,,major,,,,5,5,1,59454,59513,
327,Q327,"Of course not, it's just down the hall,","[59690, 59729]",Claire,"['Sam', 'Dana']",Explicit,"Claire said,",[],[],[],she/her,,intermediate,,,,5,5,11,59690,59729,
328,Q328,"To answer your question, no, Emily wasn't seeing anyone. She's been single for a while. Liked to say she didn't have the time or energy for a relationship, not with all her activism work. But she did have close friends within her organization, people who understood her passion and supported her in every way possible.","[59808, 60126]",Claire,['Dana'],Explicit,"Claire said,",[],[],[],she/her,,intermediate,,,,5,5,11,59808,60126,
329,Q329,And you're sure she would tell you about something like that?,"[60130, 60191]",Dana,['Claire'],Implicit,,[],[],[],she/her,,major,,,,5,5,0,60130,60191,
330,Q330,"Oh, yes. We told each other everything.","[60216, 60255]",Claire,['Dana'],Implicit,,[],[],[],she/her,,intermediate,,,,5,5,11,60216,60255,
331,Q331,"Was there anyone who disagreed with her publicly, maybe someone who made the disagreement personal?","[60312, 60411]",Dana,['Claire'],Implicit,,[],[],[],she/her,,major,,,,5,5,0,60312,60411,
332,Q332,"Not that I know of. Emily was always respectful in her debates and never made things personal, and I think other people appreciated that and treated her the same way in kind.","[60438, 60612]",Claire,['Dana'],Implicit,,[],[],[],she/her,,intermediate,,,,5,5,11,60438,60612,
333,Q333,"Thanks for letting me use your bathroom,","[61072, 61112]",Sam,"['Claire', 'Dana']",Anaphoric,he said.,[],[],[],he/him/his,,major,,,,5,5,1,61072,61112,
334,Q334,"Of course,","[61125, 61135]",Claire,"['Sam', 'Dana']",Explicit,"Claire replied,",[],[],[],she/her,,intermediate,,,,5,5,11,61125,61135,
335,Q335,"On my way back,","[61266, 61281]",Sam,"['Claire', 'Dana']",Explicit,"Sam said,",[],[],[],he/him/his,,major,,,,5,5,1,61266,61281,
336,Q336,I couldn't help noticing a bedroom down the hall that seemed like it might be Emily's. Would you mind if we took a quick look? It might help us understand her better and figure out who could have done this to her.,"[61294, 61507]",Sam,"['Claire', 'Dana']",Explicit,"Sam said,",[],[],[],he/him/his,,major,,,,5,5,1,61294,61507,
337,Q337,"Please, Claire,","[61694, 61709]",Dana,"['Claire', 'Sam']",Explicit,Dana said.,[],[],[],she/her,,major,,,,5,5,0,61694,61709,
338,Q338,"We'll be respectful, I promise. We just need any information we can get to help solve this case.","[61754, 61850]",Dana,"['Claire', 'Sam']",Explicit,Dana said.,[],[],[],she/her,,major,,,,5,5,0,61754,61850,
339,Q339,"Okay. But, please, try not to move things around, okay? I want to keep everything the way she did, at least for now.","[61915, 62031]",Claire,"['Dana', 'Claire']",Implicit,,[],[],[],she/her,,intermediate,,,,5,5,11,61915,62031,
340,Q340,We understand. We'll be careful.,"[62055, 62087]",Dana,"['Claire', 'Sam']",Implicit,,[],[],[],she/her,,major,,,,5,5,0,62055,62087,
341,Q341,"Emily was always very organized,","[63075, 63107]",Claire,"['Sam', 'Dana']",Explicit,"Claire said,",[],[],[],she/her,,intermediate,,,,5,5,11,63075,63107,
342,Q342,"She needed structure to balance her activism and personal life. She would often spend hours here, writing, researching, and planning her next move.","[63186, 63333]",Claire,"['Sam', 'Dana']",Explicit,"Claire said,",[],[],[],she/her,,intermediate,,,,5,5,11,63186,63333,
343,Q343,"Her dedication is evident,","[63337, 63363]",Dana,"['Claire', 'Sam']",Explicit,Dana said.,[],[],[],she/her,,major,,,,5,5,0,63337,63363,
344,Q344,Did she have any routines or habits that you think might be relevant?,"[63512, 63581]",Sam,"['Claire', 'Dana']",Explicit,"Sam asked,",[],[],[],he/him/his,,major,,,,5,5,1,63512,63581,
345,Q345,"Well, she did have a habit of going for long runs when she felt overwhelmed or stressed. It helped clear her mind. And she practiced yoga almost daily. Other than that, I can't think of anything specific.","[63707, 63911]",Claire,"['Sam', 'Dana']",Explicit,"Claire thought for a moment, then said,",[],[],[],she/her,,intermediate,,,,5,5,11,63707,63911,
346,Q346,Did Emily keep a diary?,"[64202, 64225]",Dana,"['Claire', 'Sam']",Anaphoric,"she asked,",[],[],[],she/her,,major,,,,5,5,0,64202,64225,
347,Q347,"Yes, she journaled almost daily,","[64263, 64295]",Claire,"['Sam', 'Dana']",Explicit,Claire said,[],[],[],she/her,,intermediate,,,,5,5,11,64263,64295,
348,Q348,She found writing therapeutic and believed it helped her process her thoughts and feelings.,"[64322, 64413]",Claire,"['Sam', 'Dana']",Explicit,Claire said,[],[],[],she/her,,intermediate,,,,5,5,11,64322,64413,
349,Q349,Would you happen to know the combination?,"[64417, 64458]",Sam,"['Claire', 'Dana']",Explicit,"Sam asked,",[],[],[],he/him/his,,major,,,,5,5,1,64417,64458,
350,Q350,"No, I don't. And, to be honest, I'm not sure if I should share my sister's private thoughts. Even if it might help the investigation, it just feels...wrong.","[64520, 64676]",Claire,"['Sam', 'Dana']",Implicit,,[],[],[],she/her,,intermediate,,,,5,5,11,64520,64676,
351,Q351,"I understand your concern, and we respect Emily's privacy,","[64768, 64826]",Dana,"['Claire', 'Sam']",Anaphoric,she said.,[],[],[],she/her,,major,,,,5,5,0,64768,64826,
352,Q352,"However, there might be something in this journal that could lead us to her killer. Isn't that more important?","[64839, 64949]",Dana,"['Claire', 'Sam']",Anaphoric,she said.,[],[],[],she/her,,major,,,,5,5,0,64839,64949,
353,Q353,"You're right,","[64992, 65005]",Claire,"['Sam', 'Dana']",Anaphoric,she said.,[],[],[],she/her,,intermediate,,,,5,5,11,64992,65005,
354,Q354,"If there's any chance it could help, then we have to try.","[65018, 65075]",Claire,"['Sam', 'Dana']",Anaphoric,she said.,[],[],[],she/her,,intermediate,,,,5,5,11,65018,65075,
355,Q355,I can't seem to figure it out.,"[65360, 65390]",Claire,"['Sam', 'Dana']",Implicit,,[],[],[],she/her,,intermediate,,,,5,5,11,65360,65390,
356,Q356,"Think about any important events or symbols in Emily's life,","[65394, 65454]",Dana,"['Claire', 'Sam']",Explicit,"Dana suggested,",[],[],[],she/her,,major,,,,5,5,0,65394,65454,
357,Q357,"What were her passions, her inspirations?","[65509, 65550]",Dana,"['Claire', 'Sam']",Explicit,"Dana suggested,",[],[],[],she/her,,major,,,,5,5,0,65509,65550,
358,Q358,Of course!,"[65623, 65633]",Claire,"['Sam', 'Dana']",Anaphoric,"she exclaimed,",[],[],[],she/her,,intermediate,,,,5,5,11,65623,65633,
359,Q359,"It's 1789, the year the U.S. Constitution was adopted. Emily was so passionate about constitutional rights—it makes perfect sense.","[65728, 65858]",Claire,"['Sam', 'Dana']",Anaphoric,"she exclaimed,",[],[],[],she/her,,intermediate,,,,5,5,11,65728,65858,
360,Q360,Does anything stand out to you?,"[66476, 66507]",Sam,"['Claire', 'Dana']",Explicit,"Sam asked,",[],[],[],he/him/his,,major,,,,5,5,1,66476,66507,
361,Q361,"Most of it seems to be related to her activism,","[66606, 66653]",Dana,"['Claire', 'Sam']",Explicit,"Dana replied,",[],[],[],she/her,,major,,,,5,5,0,66606,66653,
362,Q362,I'm not sure we'll find anything useful here.,"[66735, 66780]",Dana,"['Claire', 'Sam']",Explicit,"Dana replied,",[],[],[],she/her,,major,,,,5,5,0,66735,66780,
363,Q363,"Sam,","[67513, 67517]",Dana,"['Claire', 'Sam']",Explicit,"Dana murmured,",[],[],[],she/her,,major,,,,5,5,0,67513,67517,
364,Q364,How long might this guy have been watching her before he chose to carry out his plan?,"[67560, 67645]",Dana,"['Claire', 'Sam']",Explicit,"Dana murmured,",[],[],[],she/her,,major,,,,5,5,0,67560,67645,
365,Q365,"Animals,","[67865, 67873]",Miller,['Miller'],Anaphoric,he thought.,[],[],[],he/him/his,,intermediate,,,,6,6,3,67865,67873,
366,Q366,Like a bunch of monkeys at the freaking zoo.,"[67888, 67932]",Miller,['Miller'],Anaphoric,he thought.,[],[],[],he/him/his,,intermediate,,,,6,6,3,67888,67932,
367,Q367,"Freedom of speech is our most powerful weapon,","[68443, 68489]",Petra,['Miller'],Anaphoric,she cried,[],[],[],she/her,,intermediate,,,,6,6,8,68443,68489,
368,Q368,It's the very essence of our democracy!,"[68525, 68564]",Petra,['Miller'],Anaphoric,she cried,[],[],[],she/her,,intermediate,,,,6,6,8,68525,68564,
369,Q369,"Free speech is our birthright, and yet we find ourselves silenced by those in power,","[69600, 69684]",Petra,['Miller'],Explicit,"Petra said,",[],[],[],she/her,,intermediate,,,,6,6,8,69600,69684,
370,Q370,"But we will no longer stay quiet! We must stand together and fight for our rights, for our freedom!","[69753, 69852]",Petra,['Miller'],Explicit,"Petra said,",[],[],[],she/her,,intermediate,,,,6,6,8,69753,69852,
371,Q371,"Change is coming, my friends!","[70194, 70223]",Petra,['Miller'],Explicit,"Petra continued,",[],[],[],she/her,,intermediate,,,,6,6,8,70194,70223,
372,Q372,"You bet your ass it is,","[70244, 70267]",Miller,[],Anaphoric,he thought,,,,he/him/his,,intermediate,,,,6,6,3,70244,70267,
373,Q373,"Not the change you're thinking, though.","[70282, 70321]",Miller,[],Anaphoric,he thought,,,,he/him/his,,intermediate,,,,6,6,3,70282,70321,
374,Q374,"Remember, my friends,","[71299, 71320]",Petra,['Miller'],Explicit,"Petra's voice rang out,",[],[],[],she/her,,intermediate,,,,6,6,8,71299,71320,
375,Q375,"Freedom of speech is not just a right—it is a responsibility! We must use our voices to speak out against injustice, to hold those in power accountable!","[71396, 71548]",Petra,['Miller'],Explicit,"Petra's voice rang out,",[],[],[],she/her,,intermediate,,,,6,6,8,71396,71548,
376,Q376,Let us make our city a beacon of hope for the rest of the country!,"[71824, 71890]",Petra,['Miller'],Explicit,Petra cried,[],[],[],she/her,,intermediate,,,,6,6,8,71824,71890,
377,Q377,"Together, we can create change and build a brighter future for everyone!","[71948, 72020]",Petra,['Miller'],Explicit,Petra cried,[],[],[],she/her,,intermediate,,,,6,6,8,71948,72020,
378,Q378,Bravo!,"[72024, 72030]",Miller,['Petra'],Explicit,"the man called out,",[],[],[],he/him/his,,intermediate,,,,6,6,3,72024,72030,
379,Q379,"And let us not forget those who have fought and died for our right to speak freely,","[72332, 72415]",Petra,['Miller'],Explicit,"Petra said,",[],[],[],she/her,,intermediate,,,,6,6,8,72332,72415,
380,Q380,"Their sacrifices will never be forgotten, and it is our duty to continue their fight for freedom.","[72451, 72548]",Petra,['Miller'],Explicit,"Petra said,",[],[],[],she/her,,intermediate,,,,6,6,8,72451,72548,
381,Q381,"Thank you all for coming today,","[72808, 72839]",Petra,['Miller'],Explicit,"Petra said,",[],[],[],she/her,,intermediate,,,,6,6,8,72808,72839,
382,Q382,"Together, we are unstoppable. Let's make our voices heard!","[72907, 72965]",Petra,['Miller'],Explicit,"Petra said,",[],[],[],she/her,,intermediate,,,,6,6,8,72907,72965,
383,Q383,"Thank you, thank you,","[73203, 73224]",Petra,['Miller'],Explicit,"Petra said,",[],[],[],she/her,,intermediate,,,,6,6,8,73203,73224,
384,Q384,"Thank you so much for your kind words,","[73817, 73855]",Petra,[],Explicit,"Petra said,",[],[],[],she/her,,intermediate,,,,6,6,8,73817,73855,
385,Q385,"Hello,","[74015, 74021]",Petra,['Miller'],Anaphoric,she said,[],[],[],she/her,,intermediate,,,,6,6,8,74015,74021,
386,Q386,Thank you for coming today.,"[74061, 74088]",Petra,['Miller'],Anaphoric,she said,[],[],[],she/her,,intermediate,,,,6,6,8,74061,74088,
387,Q387,"Hi, Petra,","[74092, 74102]",Miller,['Petra'],Explicit,"the man replied,",[],[],[],he/him/his,,intermediate,,,,6,6,3,74092,74102,
388,Q388,I just wanted to say how much I appreciate everything you said up there. It's really inspiring.,"[74165, 74260]",Miller,['Petra'],Explicit,"the man replied,",[],[],[],he/him/his,,intermediate,,,,6,6,3,74165,74260,
389,Q389,"Thank you,","[74264, 74274]",Petra,['Miller'],Explicit,"Petra said,",[],[],[],she/her,,intermediate,,,,6,6,8,74264,74274,
390,Q390,"Look into my eyes,","[74497, 74515]",Miller,['Miller'],Anaphoric,he thought.,[],[],[],he/him/his,,intermediate,,,,6,6,3,74497,74515,
391,Q391,"I want you to remember me when you're lying on the ground, your organs failing, your limbs twitching. I want you to know it was me.","[74530, 74661]",Miller,['Miller'],Anaphoric,he thought.,[],[],[],he/him/his,,intermediate,,,,6,6,3,74530,74661,
392,Q392,"Thanks again,","[74665, 74678]",Miller,['Petra'],Anaphoric,he said finally,[],[],[],he/him/his,,intermediate,,,,6,6,3,74665,74678,
393,Q393,"Of course,","[74719, 74729]",Petra,['Miller'],Explicit,"Petra replied,",[],[],[],she/her,,intermediate,,,,6,6,8,74719,74729,
394,Q394,"Sorry,","[75549, 75555]",Miller,['Petra'],Explicit,"the man murmured,",[],[],[],he/him/his,,intermediate,,,,6,6,3,75549,75555,
395,Q395,"Excuse me,","[76037, 76047]",Miller,[],Explicit,"the man said,",[],[],[],he/him/his,,intermediate,,,,6,6,3,76037,76047,
396,Q396,"Only a matter of time,","[77424, 77446]",Miller,['Miller'],Anaphoric,he whispered to himself. ,[],[],[],he/him/his,,intermediate,,,,6,6,3,77424,77446,
397,Q397,Only a matter of time.,"[77474, 77496]",Miller,['Miller'],Anaphoric,he whispered to himself. ,[],[],[],he/him/his,,intermediate,,,,6,6,3,77474,77496,
398,Q398,"Hard to believe it was just a week ago,","[77959, 77998]",Dana,['Dana'],Anaphoric,she muttered to herself.,[],[],[],she/her,,major,,,,7,7,0,77959,77998,
399,Q399,"Here,","[78477, 78482]",Sam,['Dana'],Explicit,"Sam said,",[],[],[],he/him/his,,major,,,,7,7,1,78477,78482,
400,Q400,"The stage was set up near that cluster of bushes. The crowd gathered mainly on this side, closer to the street.","[78565, 78676]",Sam,['Dana'],Explicit,"Sam said,",[],[],[],he/him/his,,major,,,,7,7,1,78565,78676,
401,Q401,"Julia collapsed right there, by that lamppost.","[78799, 78845]",Sam,['Dana'],Explicit,"Sam said,",[],[],[],he/him/his,,major,,,,7,7,1,78799,78845,
402,Q402,"An ambulance arrived within minutes, but it was too late. She was pronounced dead at the scene.","[79109, 79204]",Sam,['Dana'],Explicit,"Sam continued,",[],[],[],he/him/his,,major,,,,7,7,1,79109,79204,
403,Q403,"Let's expand our search,","[79503, 79527]",Dana,['Sam'],Anaphoric,she said,[],[],[],she/her,,major,,,,7,7,0,79503,79527,
404,Q404,Check the areas surrounding the stage and the crowd.,"[79573, 79625]",Dana,['Sam'],Anaphoric,she said,[],[],[],she/her,,major,,,,7,7,0,79573,79625,
405,Q405,What are we looking for?,"[79629, 79653]",Sam,['Dana'],Explicit,"Sam asked,",[],[],[],he/him/his,,major,,,,7,7,1,79629,79653,
406,Q406,Anything.,"[79723, 79732]",Dana,['Sam'],Implicit,,[],[],[],she/her,,major,,,,7,7,0,79723,79732,
407,Q407,"Hey, Dana, come look at this!","[80083, 80112]",Sam,['Dana'],Explicit,Sam called out ,[],[],[],he/him/his,,major,,,,7,7,1,80083,80112,
408,Q408,Another coded message?,"[80531, 80553]",Dana,['Sam'],Explicit,"Dana asked,",[],[],[],she/her,,major,,,,7,7,0,80531,80553,
409,Q409,"Looks like it,","[80644, 80658]",Sam,['Dana'],Explicit,"Sam said,",[],[],[],he/him/his,,major,,,,7,7,1,80644,80658,
410,Q410,Any ideas?,"[80769, 80779]",Sam,['Dana'],Explicit,"Sam said,",[],[],[],he/him/his,,major,,,,7,7,1,80769,80779,
411,Q411,"Give me a moment,","[81088, 81105]",Dana,['Sam'],Anaphoric,"she murmured,",[],[],[],she/her,,major,,,,7,7,0,81088,81105,
412,Q412,"Peaceably to assemble,","[81212, 81234]",Dana,['Sam'],Anaphoric,"she murmured,",[],[],[],she/her,,major,,,,7,7,0,81212,81234,
413,Q413,It's another First Amendment quote.,"[81266, 81301]",Dana,['Sam'],Anaphoric,"she murmured,",[],[],[],she/her,,major,,,,7,7,0,81266,81301,
414,Q414,Two victims connected by political activism and First Amendment quotes...,"[81305, 81378]",Sam,['Dana'],Explicit,"Sam trailed off,",[],[],[],he/him/his,,major,,,,7,7,1,81305,81378,
415,Q415,The killer is trying to send us a message. He's targeting activists and leaving First Amendment quotes behind. But why? What is he trying to achieve?,"[81492, 81641]",Dana,['Sam'],Implicit,,[],[],[],she/her,,major,,,,7,7,0,81492,81641,
416,Q416,"Maybe it's his way of challenging the system,","[81645, 81690]",Sam,['Dana'],Explicit,Sam suggested.,[],[],[],he/him/his,,major,,,,7,7,1,81645,81690,
417,Q417,"Or perhaps it's something more personal,","[81709, 81749]",Dana,['Sam'],Explicit,"Dana added, ",[],[],[],she/her,,major,,,,7,7,0,81709,81749,
418,Q418,"Look, we're not getting anywhere with these coded messages alone,","[81872, 81937]",Sam,['Dana'],Anaphoric,he said.,[],[],[],he/him/his,,major,,,,7,7,1,81872,81937,
419,Q419,We need to speak with someone who knew Julia. Maybe they can provide some insight into her life and why she was targeted.,"[81949, 82070]",Sam,['Dana'],Anaphoric,he said.,[],[],[],he/him/his,,major,,,,7,7,1,81949,82070,
420,Q420,"Probably a good idea,","[82074, 82095]",Dana,['Sam'],Explicit,Dana said. ,[],[],[],she/her,,major,,,,7,7,0,82074,82095,
421,Q421,"Because whatever message the killer is sending, we'd better crack it quick—before anyone else gets hurt.","[82109, 82213]",Dana,['Sam'],Explicit,Dana said. ,[],[],[],she/her,,major,,,,7,7,0,82109,82213,
422,Q422,"Looks like that's Cherish Bennett,","[82601, 82635]",Sam,['Dana'],Explicit,"Sam murmured,",[],[],[],he/him/his,,major,,,,7,7,1,82601,82635,
423,Q423,"Julia's grandmother. According to the website, she's been running this daycare for almost a decade now.","[82674, 82777]",Sam,['Dana'],Explicit,"Sam murmured,",[],[],[],he/him/his,,major,,,,7,7,1,82674,82777,
424,Q424,"Looks like a happy place,","[83390, 83415]",Sam,['Dana'],Explicit,"Sam said,",[],[],[],he/him/his,,major,,,,7,7,1,83390,83415,
425,Q425,Can I help you?,"[83629, 83644]",Cherish,"['Dana', 'Sam']",Anaphoric,she asked.,[],[],[],she/her,,intermediate,,,,7,7,16,83629,83644,
426,Q426,"Mrs. Bennett, I'm Agent Dana Blaze, and this is my partner, Agent Sam Harris. We're with the FBI.","[83659, 83756]",Dana,"['Sam', 'Cherish']",Implicit,,[],[],[],she/her,,major,,,,7,7,0,83659,83756,
427,Q427,"We'd like to ask you a few questions about your granddaughter, Julia.","[83785, 83854]",Dana,"['Sam', 'Cherish']",Implicit,,[],[],[],she/her,,major,,,,7,7,0,83785,83854,
428,Q428,Of course. What do you need to know?,"[83968, 84004]",Cherish,"['Dana', 'Sam']",Anaphoric,she swallowed hard before responding.,[],[],[],she/her,,intermediate,,,,7,7,16,83968,84004,
429,Q429,Were you and Julia close?,"[84302, 84327]",Dana,"['Sam', 'Cherish']",Anaphoric,she asked.,[],[],[],she/her,,major,,,,7,7,0,84302,84327,
430,Q430,"Julia was like my own child,","[84342, 84370]",Cherish,"['Dana', 'Sam']",Explicit,"Cherish said,",[],[],[],she/her,,intermediate,,,,7,7,16,84342,84370,
431,Q431,"Her mother was always so busy with work, so I took care of her most of the time.","[84426, 84506]",Cherish,"['Dana', 'Sam']",Explicit,"Cherish said,",[],[],[],she/her,,intermediate,,,,7,7,16,84426,84506,
432,Q432,"We used to bake cookies every Sunday. It was our little tradition. Julia loved trying out new recipes, and we'd spend hours in the kitchen laughing and making a mess.","[84554, 84720]",Cherish,"['Dana', 'Sam']",Explicit,"Cherish said,",[],[],[],she/her,,intermediate,,,,7,7,16,84554,84720,
433,Q433,Did she have any interests or hobbies that stood out?,"[84804, 84857]",Sam,"['Dana', 'Cherish']",Explicit,Sam asked.,[],[],[],he/him/his,,major,,,,7,7,1,84804,84857,
434,Q434,"Besides baking,","[84872, 84887]",Cherish,"['Dana', 'Sam']",Explicit,"Cherish continued,",[],[],[],she/her,,intermediate,,,,7,7,16,84872,84887,
435,Q435,"she loved reading—politics, history, you name it. She also volunteered at a local animal shelter. She had such a big heart.","[84909, 85032]",Cherish,"['Dana', 'Sam']",Explicit,"Cherish continued,",[],[],[],she/her,,intermediate,,,,7,7,16,84909,85032,
436,Q436,Was Julia dating anyone?,"[85036, 85060]",Dana,"['Sam', 'Cherish']",Explicit,"Dana asked,",[],[],[],she/her,,major,,,,7,7,0,85036,85060,
437,Q437,"Off and on,","[85123, 85134]",Cherish,"['Dana', 'Sam']",Explicit,Cherish admitted.,[],[],[],she/her,,intermediate,,,,7,7,16,85123,85134,
438,Q438,"She had a few boyfriends over the years, but nothing serious. She was so focused on her career and making a difference in the world, she didn't want anything to hold her back.","[85155, 85330]",Cherish,"['Dana', 'Sam']",Explicit,Cherish admitted.,[],[],[],she/her,,intermediate,,,,7,7,16,85155,85330,
439,Q439,Can you tell us about Julia's friends?,"[85491, 85529]",Dana,"['Sam', 'Cherish']",Explicit,"Dana asked,",[],[],[],she/her,,major,,,,7,7,0,85491,85529,
440,Q440,Were any of them involved in politics or activism like her?,"[85544, 85603]",Dana,"['Sam', 'Cherish']",Explicit,"Dana asked,",[],[],[],she/her,,major,,,,7,7,0,85544,85603,
441,Q441,"Most of her friends shared her interests,","[85607, 85648]",Cherish,"['Dana', 'Sam']",Explicit,"Cherish said,",[],[],[],she/her,,intermediate,,,,7,7,16,85607,85648,
442,Q442,They met through college or work. They all cared deeply about social causes.,"[85730, 85806]",Cherish,"['Dana', 'Sam']",Explicit,"Cherish said,",[],[],[],she/her,,intermediate,,,,7,7,16,85730,85806,
443,Q443,Did Julia have any enemies?,"[85810, 85837]",Sam,"['Dana', 'Cherish']",Explicit,Sam asked.,[],[],[],he/him/his,,major,,,,7,7,1,85810,85837,
444,Q444,"No, I don't think so,","[85876, 85897]",Cherish,"['Dana', 'Sam']",Anaphoric,she replied.,[],[],[],she/her,,intermediate,,,,7,7,16,85876,85897,
445,Q445,"She was passionate about her causes, but she never went out of her way to make enemies. If anything, people admired her dedication and willingness to stand up for what she believed in.","[85913, 86097]",Cherish,"['Dana', 'Sam']",Anaphoric,she replied.,[],[],[],she/her,,intermediate,,,,7,7,16,85913,86097,
446,Q446,"Excuse me,","[86373, 86383]",Cherish,"['Dana', 'Sam']",Explicit,"Cherish said,",[],[],[],she/her,,intermediate,,,,7,7,16,86373,86383,
447,Q447,We'd better head inside and take care of this.,"[86533, 86579]",Cherish,"['Dana', 'Sam']",Explicit,"Cherish said,",[],[],[],she/her,,intermediate,,,,7,7,16,86533,86579,
448,Q448,"You're as brave as Batman,","[87098, 87124]",Cherish,"['Dana', 'Sam']",Anaphoric,"she said,",[],[],[],she/her,,intermediate,,,,7,7,16,87098,87124,
449,Q449,Really?,"[87183, 87190]",The boy,"['Cherish', 'Dana', 'Sam']",Explicit,the boy asked,[],[],[],he/him/his,,minor,,,,7,7,30,87183,87190,
450,Q450,"You sure are. But even Batman gets thirsty, doesn't he?","[87362, 87417]",Cherish,"['Dana', 'Sam']",Implicit,,[],[],[],she/her,,intermediate,,,,7,7,16,87362,87417,
451,Q451,"Cherish,","[88446, 88454]",Dana,"['Sam', 'Cherish']",Explicit,"Dana asked,",[],[],[],she/her,,major,,,,7,7,0,88446,88454,
452,Q452,who is this man debating with Julia?,"[88514, 88550]",Dana,"['Sam', 'Cherish']",Explicit,"Dana asked,",[],[],[],she/her,,major,,,,7,7,0,88514,88550,
453,Q453,"Ah, that's Todd Eichmann,","[88554, 88579]",Cherish,"['Dana', 'Sam']",Explicit,"Cherish replied,",[],[],[],she/her,,intermediate,,,,7,7,16,88554,88579,
454,Q454,"They had a public debate some months ago about the role of social media in political movements. Julia argued that social media could be a powerful tool for change, while Todd believed it was ultimately more harmful than helpful. They disagreed quite passionately.","[88646, 88909]",Cherish,"['Dana', 'Sam']",Explicit,"Cherish replied,",[],[],[],she/her,,intermediate,,,,7,7,16,88646,88909,
455,Q455,Is there something you're not telling us?,"[89143, 89184]",Dana,"['Sam', 'Cherish']",Explicit,"Dana asked,",[],[],[],she/her,,major,,,,7,7,0,89143,89184,
456,Q456,"Well, yes. You see, the debate took a turn for the worse when Todd started making personal attacks on Julia. It was uncalled for, and I could tell it deeply hurt her. She tried to brush it off, but I know my granddaughter—she was affected.","[89327, 89566]",Cherish,"['Dana', 'Sam']",Implicit,,[],[],[],she/her,,intermediate,,,,7,7,16,89327,89566,
457,Q457,Then why did she have it framed?,"[89570, 89602]",Dana,"['Sam', 'Cherish']",Explicit,"Dana asked,",[],[],[],she/her,,major,,,,7,7,0,89570,89602,
458,Q458,"She didn't. The picture was sent anonymously—by Todd, I would guess. Probably to rub salt in the wound. I wanted to get rid of it, but Julia said no, she wanted to keep it. I think it was her way of showing Todd had no power over her.","[89618, 89852]",Cherish,"['Dana', 'Sam']",Implicit,,[],[],[],she/her,,intermediate,,,,7,7,16,89618,89852,
