source,idColName,iden,text,startByte,endByte,pdncID
booknlp,COREF,47,her,72429,72432,8
exp,exp_name,the man,The man,72658,72665,3
booknlp,COREF,350,his,72730,72733,3
booknlp,COREF,350,you,72814,72817,3
exp,exp_name,petra,Petra,72841,72846,8
booknlp,COREF,47,her,72853,72856,8
booknlp,COREF,47,her,72901,72904,8
exp,exp_name,the man,The man,73088,73095,3
booknlp,COREF,350,He,73121,73123,3
booknlp,COREF,350,his,73144,73147,3
exp,exp_name,petra,Petra,73162,73167,8
booknlp,COREF,350,his,73191,73194,3
booknlp,COREF,350,you,73209,73212,3
booknlp,COREF,350,you,73220,73223,3
exp,exp_name,petra,Petra,73226,73231,8
booknlp,COREF,47,her,73291,73294,8
booknlp,COREF,47,She,73307,73310,8
booknlp,COREF,47,her,73410,73413,8
exp,exp_name,the man,The man,73422,73429,3
exp,exp_name,petra,Petra,73479,73484,8
booknlp,COREF,350,He,73486,73488,3
booknlp,COREF,350,his,73531,73534,3
booknlp,COREF,350,he,73543,73545,3
booknlp,COREF,350,his,73619,73622,3
exp,exp_name,petra,Petra,73679,73684,8
exp,exp_name,the man,The man,73694,73701,3
booknlp,COREF,350,his,73721,73724,3
booknlp,COREF,350,he,73740,73742,3
booknlp,COREF,350,His,73768,73771,3
booknlp,COREF,350,you,73823,73826,3
booknlp,COREF,350,your,73839,73843,3
exp,exp_name,petra,Petra,73857,73862,8
exp,exp_name,the man,the man,73893,73900,3
booknlp,COREF,47,She,73948,73951,8
booknlp,COREF,47,her,73987,73990,8
exp,exp_name,the man,the man,74004,74011,3
booknlp,COREF,47,she,74023,74026,8
booknlp,COREF,47,her,74050,74053,8
booknlp,COREF,350,you,74067,74070,3
exp,exp_name,petra,Petra,74096,74101,8
exp,exp_name,the man,the man,74104,74111,3
booknlp,COREF,47,her,74128,74131,8
booknlp,COREF,47,her,74154,74157,8
booknlp,COREF,350,I,74165,74166,3
booknlp,COREF,350,I,74195,74196,3
booknlp,COREF,47,you,74219,74222,8
booknlp,COREF,350,you,74270,74273,3
exp,exp_name,petra,Petra,74276,74281,8
exp,exp_name,the man,the man,74361,74368,3
booknlp,COREF,47,her,74379,74382,8
booknlp,COREF,350,He,74411,74413,3
booknlp,COREF,47,her,74458,74461,8
booknlp,COREF,350,my,74507,74509,3
booknlp,COREF,350,he,74517,74519,3
booknlp,COREF,350,I,74530,74531,3
booknlp,COREF,47,you,74537,74540,8
booknlp,COREF,350,me,74553,74555,3
booknlp,COREF,47,you,74561,74564,8
booknlp,COREF,47,your,74589,74593,8
booknlp,COREF,47,your,74610,74614,8
booknlp,COREF,350,I,74632,74633,3
booknlp,COREF,47,you,74639,74642,8
booknlp,COREF,350,me,74658,74660,3
booknlp,COREF,350,he,74680,74682,3
booknlp,COREF,47,her,74707,74710,8
exp,exp_name,petra,Petra,74731,74736,8
booknlp,COREF,47,her,74763,74766,8
booknlp,COREF,47,she,74780,74783,8
booknlp,COREF,47,Her,74825,74828,8
exp,exp_name,the man,the man,74849,74856,3
exp,exp_name,the man,the man,74905,74912,3
booknlp,COREF,350,he,74928,74930,3
booknlp,COREF,350,his,74954,74957,3
booknlp,COREF,350,his,74966,74969,3
booknlp,COREF,350,he,75042,75044,3
booknlp,COREF,350,his,75134,75137,3
exp,exp_name,the man,the man,75151,75158,3
exp,exp_name,petra,Petra,75172,75177,8
booknlp,COREF,47,her,75228,75231,8
booknlp,COREF,350,he,75255,75257,3
booknlp,COREF,47,her,75270,75273,8
booknlp,COREF,350,he,75308,75310,3
booknlp,COREF,47,her,75344,75347,8
booknlp,COREF,47,her,75393,75396,8
booknlp,COREF,350,He,75403,75405,3
booknlp,COREF,350,his,75435,75438,3
exp,exp_name,petra,Petra,75475,75480,8
booknlp,COREF,47,her,75501,75504,8
booknlp,COREF,47,her,75542,75545,8
exp,exp_name,the man,the man,75557,75564,3
booknlp,COREF,350,he,75599,75601,3
booknlp,COREF,350,his,75615,75618,3
booknlp,COREF,350,He,75655,75657,3
booknlp,COREF,350,his,75688,75691,3
exp,exp_name,the man,The man,75749,75756,3
booknlp,COREF,350,he,75782,75784,3
booknlp,COREF,350,himself,75811,75818,3
booknlp,COREF,350,his,75836,75839,3
booknlp,COREF,350,he,75870,75872,3
booknlp,COREF,350,He,75934,75936,3
booknlp,COREF,350,his,75979,75982,3
booknlp,COREF,350,me,76044,76046,3
exp,exp_name,the man,the man,76049,76056,3
booknlp,COREF,350,His,76118,76121,3
booknlp,COREF,350,him,76208,76211,3
booknlp,COREF,350,He,76213,76215,3
booknlp,COREF,350,his,76226,76229,3
exp,exp_name,the man,the man,76292,76299,3
booknlp,COREF,350,he,76402,76404,3
booknlp,COREF,350,he,76479,76481,3
booknlp,COREF,350,he,76557,76559,3
exp,exp_name,the man,the man,76688,76695,3
booknlp,COREF,350,he,76728,76730,3
booknlp,COREF,350,his,76768,76771,3
booknlp,COREF,350,He,76778,76780,3
booknlp,COREF,350,his,76790,76793,3
booknlp,COREF,350,his,76817,76820,3
booknlp,COREF,350,his,77029,77032,3
exp,exp_name,the man,the man,77050,77057,3
booknlp,COREF,350,he,77147,77149,3
booknlp,COREF,350,he,77162,77164,3
exp,exp_name,petra,Petra,77208,77213,8
booknlp,COREF,47,her,77238,77241,8
booknlp,COREF,47,She,77254,77257,8
booknlp,COREF,47,her,77265,77268,8
exp,exp_name,the man,the man,77360,77367,3
booknlp,COREF,350,he,77371,77373,3
booknlp,COREF,47,her,77411,77414,8
booknlp,COREF,350,he,77448,77450,3
booknlp,COREF,350,himself,77464,77471,3
exp,exp_name,dana blaze,Dana Blaze,77529,77539,0
booknlp,COREF,33,her,77581,77584,0
booknlp,COREF,33,her,77621,77624,0
booknlp,COREF,33,she,77633,77636,0
booknlp,COREF,32,Julia Bennett,77690,77703,20
booknlp,COREF,32,her,77709,77712,20
exp,exp_name,dana,Dana,77744,77748,0
booknlp,COREF,33,She,77805,77808,0
booknlp,COREF,32,Julia,77840,77845,20
booknlp,COREF,32,her,77882,77885,20
booknlp,COREF,33,she,78000,78003,0
booknlp,COREF,33,herself,78016,78023,0
exp,exp_name,sam,Sam,78484,78487,1
booknlp,COREF,37,his,78506,78509,1
booknlp,COREF,37,He,78678,78680,1
booknlp,COREF,32,Julia,78799,78804,20
exp,exp_name,dana,Dana,78848,78852,0
booknlp,COREF,33,She,78980,78983,0
booknlp,COREF,32,Julia,79006,79011,20
booknlp,COREF,32,her,79051,79054,20
booknlp,COREF,32,her,79087,79090,20
exp,exp_name,sam,Sam,79093,79096,1
booknlp,COREF,32,She,79167,79170,20
exp,exp_name,dana,Dana,79267,79271,0
booknlp,COREF,33,She,79281,79284,0
exp,exp_name,emily haven,Emily Haven,79400,79411,2
booknlp,COREF,33,she,79424,79427,0
booknlp,COREF,33,she,79529,79532,0
booknlp,COREF,33,her,79539,79542,0
exp,exp_name,sam,Sam,79655,79658,1
booknlp,COREF,33,She,79667,79670,0
booknlp,COREF,33,her,79677,79680,0
booknlp,COREF,33,her,79687,79690,0
exp,exp_name,dana,Dana,79738,79742,0
booknlp,COREF,33,she,79751,79754,0
booknlp,COREF,33,She,79913,79916,0
booknlp,COREF,33,her,79937,79940,0
booknlp,COREF,33,She,79991,79994,0
booknlp,COREF,33,she,80052,80055,0
exp,exp_name,dana,Dana,80088,80092,0
exp,exp_name,sam,Sam,80114,80117,1
exp,exp_name,dana,Dana,80170,80174,0
exp,exp_name,sam,Sam,80197,80200,1
booknlp,COREF,33,she,80290,80293,0
exp,exp_name,sam,Sam,80301,80304,1
exp,exp_name,dana,Dana,80306,80310,0
booknlp,COREF,37,his,80319,80322,1
exp,exp_name,dana,Dana,80555,80559,0
booknlp,COREF,33,she,80606,80609,0
exp,exp_name,sam,Sam,80660,80663,1
booknlp,COREF,33,her,80679,80682,0
booknlp,COREF,33,her,80718,80721,0
exp,exp_name,dana,Dana,80782,80786,0
exp,exp_name,emily haven,Emily Haven,80808,80819,2
booknlp,COREF,33,she,80852,80855,0
booknlp,COREF,33,she,80928,80931,0
booknlp,COREF,33,She,80982,80985,0
booknlp,COREF,33,her,81021,81024,0
booknlp,COREF,33,me,81093,81095,0
booknlp,COREF,33,she,81107,81110,0
booknlp,COREF,33,Her,81155,81158,0
booknlp,COREF,33,she,81175,81178,0
booknlp,COREF,33,she,81236,81239,0
exp,exp_name,sam,Sam,81260,81263,1
exp,exp_name,sam,Sam,81380,81383,1
exp,exp_name,dana,Dana,81440,81444,0
exp,exp_name,sam,Sam,81692,81695,1
exp,exp_name,dana,Dana,81751,81755,0
exp,exp_name,sam,Sam,81792,81795,1
booknlp,COREF,37,his,81846,81849,1
booknlp,COREF,37,his,81859,81862,1
booknlp,COREF,37,he,81939,81941,1
booknlp,COREF,32,Julia,81988,81993,20
booknlp,COREF,32,her,82036,82039,20
booknlp,COREF,32,she,82053,82056,20
exp,exp_name,dana,Dana,82097,82101,0
exp,exp_name,dana,Dana,82233,82237,0
exp,exp_name,cherish bennett,Cherish Bennett,82619,82634,16
exp,exp_name,sam,Sam,82637,82640,1
booknlp,COREF,37,his,82662,82665,1
booknlp,COREF,32,Julia,82674,82679,20
exp,exp_name,dana,Dana,83179,83183,0
booknlp,COREF,33,her,83220,83223,0
exp,exp_name,cherish bennett,Cherish Bennett,83242,83257,16
booknlp,COREF,32,Julia Bennett,83359,83372,20
exp,exp_name,sam,Sam,83417,83420,1
exp,exp_name,cherish,Cherish,83428,83435,16
booknlp,COREF,49,her,83514,83517,16
exp,exp_name,dana,Dana,83529,83533,0
exp,exp_name,sam,Sam,83538,83541,1
booknlp,COREF,49,Her,83543,83546,16
booknlp,COREF,49,her,83612,83615,16
booknlp,COREF,49,I,83633,83634,16
booknlp,COREF,33,you,83640,83643,0
booknlp,COREF,49,she,83646,83649,16
booknlp,COREF,33,I,83673,83674,0
exp,exp_name,agent dana blaze,Agent Dana Blaze,83677,83693,0
booknlp,COREF,33,my,83707,83709,0
exp,exp_name,agent sam harris,Agent Sam Harris,83719,83735,1
exp,exp_name,dana,Dana,83758,83762,0
booknlp,COREF,33,her,83773,83776,0
booknlp,COREF,49,you,83802,83805,16
booknlp,COREF,49,your,83828,83832,16
booknlp,COREF,32,Julia,83848,83853,20
exp,exp_name,cherish,Cherish,83857,83864,16
booknlp,COREF,32,Julia,83911,83916,20
booknlp,COREF,49,she,83929,83932,16
booknlp,COREF,33,you,83987,83990,0
exp,exp_name,dana,Dana,84007,84011,0
exp,exp_name,cherish,Cherish,84020,84027,16
booknlp,COREF,33,She,84080,84083,0
booknlp,COREF,49,her,84118,84121,16
booknlp,COREF,32,Julia,84126,84131,20
booknlp,COREF,49,you,84307,84310,16
booknlp,COREF,32,Julia,84315,84320,20
booknlp,COREF,33,she,84329,84332,0
booknlp,COREF,32,Julia,84342,84347,20
booknlp,COREF,49,my,84357,84359,16
exp,exp_name,cherish,Cherish,84372,84379,16
booknlp,COREF,49,her,84386,84389,16
booknlp,COREF,32,Her,84426,84429,20
booknlp,COREF,49,I,84470,84471,16
booknlp,COREF,32,her,84485,84488,20
booknlp,COREF,49,She,84508,84511,16
booknlp,COREF,49,her,84543,84546,16
booknlp,COREF,32,Julia,84621,84626,20
booknlp,COREF,49,Her,84722,84725,16
booknlp,COREF,32,she,84808,84811,20
exp,exp_name,sam,Sam,84859,84862,1
exp,exp_name,cherish,Cherish,84889,84896,16
booknlp,COREF,32,she,84909,84912,20
booknlp,COREF,33,you,84946,84949,0
booknlp,COREF,32,She,84959,84962,20
booknlp,COREF,32,She,85007,85010,20
booknlp,COREF,32,Julia,85040,85045,20
exp,exp_name,dana,Dana,85062,85066,0
booknlp,COREF,33,her,85102,85105,0
exp,exp_name,cherish,Cherish,85136,85143,16
booknlp,COREF,32,She,85155,85158,20
booknlp,COREF,32,She,85217,85220,20
booknlp,COREF,32,her,85239,85242,20
booknlp,COREF,32,she,85288,85291,20
booknlp,COREF,32,her,85321,85324,20
exp,exp_name,dana,Dana,85333,85337,0
booknlp,COREF,32,Julia,85355,85360,20
booknlp,COREF,33,She,85424,85427,0
booknlp,COREF,32,her,85477,85480,20
booknlp,COREF,49,you,85495,85498,16
booknlp,COREF,32,Julia,85513,85518,20
exp,exp_name,dana,Dana,85531,85535,0
booknlp,COREF,32,her,85599,85602,20
booknlp,COREF,32,her,85615,85618,20
booknlp,COREF,32,her,85634,85637,20
exp,exp_name,cherish,Cherish,85650,85657,16
booknlp,COREF,49,her,85664,85667,16
booknlp,COREF,32,Julia,85814,85819,20
exp,exp_name,sam,Sam,85839,85842,1
exp,exp_name,cherish,Cherish,85851,85858,16
booknlp,COREF,49,her,85865,85868,16
booknlp,COREF,49,I,85880,85881,16
booknlp,COREF,49,she,85899,85902,16
booknlp,COREF,32,She,85913,85916,20
booknlp,COREF,32,her,85938,85941,20
booknlp,COREF,32,she,85954,85957,20
booknlp,COREF,32,her,85976,85979,20
booknlp,COREF,32,her,86029,86032,20
booknlp,COREF,32,she,86081,86084,20
exp,exp_name,dana,Dana,86115,86119,0
booknlp,COREF,33,she,86145,86148,0
booknlp,COREF,49,me,86380,86382,16
exp,exp_name,cherish,Cherish,86385,86392,16
booknlp,COREF,49,her,86399,86402,16
booknlp,COREF,49,she,86428,86431,16
booknlp,COREF,49,She,86466,86469,16
booknlp,COREF,49,her,86490,86493,16
exp,exp_name,dana,Dana,86582,86586,0
exp,exp_name,sam,Sam,86591,86594,1
exp,exp_name,cherish,Cherish,86604,86611,16
exp,exp_name,cherish,Cherish,86886,86893,16
exp,exp_name,the boy,the boy,86902,86909,30
booknlp,COREF,49,She,86989,86992,16
booknlp,COREF,466,You,87098,87101,30
booknlp,COREF,49,she,87126,87129,16
exp,exp_name,the boy,the boy,87144,87151,30
exp,exp_name,the boy,the boy,87192,87199,30
exp,exp_name,cherish,Cherish,87230,87237,16
booknlp,COREF,49,she,87257,87260,16
booknlp,COREF,33,You,87362,87365,0
booknlp,COREF,466,he,87414,87416,30
booknlp,COREF,49,She,87419,87422,16
exp,exp_name,the boy,the boy,87430,87437,30
booknlp,COREF,466,he,87457,87459,30
booknlp,COREF,466,he,87485,87487,30
exp,exp_name,dana,Dana,87496,87500,0
booknlp,COREF,33,she,87528,87531,0
booknlp,COREF,33,She,87569,87572,0
exp,exp_name,cherish,Cherish,87595,87602,16
booknlp,COREF,32,Julia,87879,87884,20
exp,exp_name,dana,Dana,87887,87891,0
booknlp,COREF,33,she,87958,87961,0
booknlp,COREF,33,herself,87968,87975,0
booknlp,COREF,32,Julia,88034,88039,20
booknlp,COREF,32,her,88121,88124,20
exp,exp_name,dana,Dana,88168,88172,0
booknlp,COREF,32,Julia,88198,88203,20
exp,exp_name,cherish,Cherish,88446,88453,16
exp,exp_name,dana,Dana,88456,88460,0
booknlp,COREF,33,her,88502,88505,0
booknlp,COREF,32,Julia,88544,88549,20
exp,exp_name,todd eichmann,Todd Eichmann,88565,88578,6
exp,exp_name,cherish,Cherish,88581,88588,16
booknlp,COREF,32,Julia,88742,88747,20
exp,exp_name,todd,Todd,88816,88820,6
exp,exp_name,dana,Dana,88912,88916,0
booknlp,COREF,33,She,89058,89061,0
exp,exp_name,cherish,Cherish,89077,89084,16
booknlp,COREF,49,you,89162,89165,16
exp,exp_name,dana,Dana,89186,89190,0
exp,exp_name,cherish,Cherish,89211,89218,16
exp,exp_name,cherish,Cherish,89260,89267,16
booknlp,COREF,33,You,89338,89341,0
exp,exp_name,todd,Todd,89389,89393,6
booknlp,COREF,32,Julia,89429,89434,20
booknlp,COREF,49,I,89461,89462,16
booknlp,COREF,32,her,89489,89492,20
booknlp,COREF,32,She,89494,89497,20
booknlp,COREF,49,I,89525,89526,16
booknlp,COREF,49,my,89532,89534,16
booknlp,COREF,32,she,89549,89552,20
booknlp,COREF,32,she,89583,89586,20
exp,exp_name,dana,Dana,89604,89608,0
booknlp,COREF,32,She,89618,89621,20
exp,exp_name,todd,Todd,89666,89670,6
booknlp,COREF,49,I,89672,89673,16
booknlp,COREF,49,I,89722,89723,16
booknlp,COREF,32,Julia,89753,89758,20
booknlp,COREF,32,she,89768,89771,20
booknlp,COREF,49,I,89791,89792,16
booknlp,COREF,32,her,89806,89809,20
exp,exp_name,todd,Todd,89825,89829,6
booknlp,COREF,32,her,89848,89851,20
exp,exp_name,dana,Dana,89855,89859,0
exp,exp_name,sam,Sam,89884,89887,1
exp,exp_name,dana,Dana,89980,89984,0
booknlp,COREF,33,She,89991,89994,0
exp,exp_name,sam,Sam,90293,90296,1
exp,exp_name,dana,Dana,90326,90330,0
exp,exp_name,sam,Sam,90335,90338,1
exp,exp_name,sam,Sam,90395,90398,1
booknlp,COREF,37,his,90439,90442,1
exp,exp_name,eichmann,Eichmann,90463,90471,6
exp,exp_name,dana,Dana,90484,90488,0
booknlp,COREF,37,I,90498,90499,1
exp,exp_name,sam,Sam,90512,90515,1
exp,exp_name,dana,Dana,90530,90534,0
booknlp,COREF,37,he,90544,90546,1
booknlp,COREF,33,she,90627,90630,0
exp,exp_name,eichmann,Eichmann,90650,90658,6
exp,exp_name,sam,Sam,90688,90691,1
booknlp,COREF,52,he,90808,90810,6
exp,exp_name,dana,Dana,90831,90835,0
booknlp,COREF,33,her,90875,90878,0
exp,exp_name,emily haven,Emily Haven,90881,90892,2
booknlp,COREF,33,she,90895,90898,0
exp,exp_name,sam,Sam,90906,90909,1
booknlp,COREF,37,his,90936,90939,1
exp,exp_name,dana,Dana,91010,91014,0
booknlp,COREF,33,her,91022,91025,0
booknlp,COREF,33,she,91100,91103,0
booknlp,COREF,37,you,91135,91138,1
booknlp,COREF,33,Her,91141,91144,0
booknlp,COREF,33,she,91162,91165,0
booknlp,COREF,33,her,91185,91188,0
booknlp,COREF,33,She,91254,91257,0
booknlp,COREF,33,her,91304,91307,0
booknlp,COREF,33,her,91321,91324,0
booknlp,COREF,52,He,91440,91442,6
exp,exp_name,sam,Sam,91461,91464,1
exp,exp_name,todd eichmann,Todd Eichmann,91632,91645,6
exp,exp_name,dana,Dana,91960,91964,0
booknlp,COREF,33,she,92016,92019,0
booknlp,COREF,33,She,92061,92064,0
booknlp,COREF,33,her,92072,92075,0
exp,exp_name,eichmann,Eichmann,92190,92198,6
booknlp,COREF,52,his,92212,92215,6
booknlp,COREF,52,His,92228,92231,6
booknlp,COREF,52,he,92328,92330,6
exp,exp_name,todd,Todd,92400,92404,6
exp,exp_name,sam,Sam,92408,92411,1
exp,exp_name,dana,Dana,92417,92421,0
booknlp,COREF,52,him,92500,92503,6
booknlp,COREF,52,he,92511,92513,6
exp,exp_name,sam,Sam,92555,92558,1
booknlp,COREF,52,him,92613,92616,6
booknlp,COREF,52,his,92642,92645,6
booknlp,COREF,52,he,92650,92652,6
booknlp,COREF,52,he,92769,92771,6
booknlp,COREF,52,his,92780,92783,6
booknlp,COREF,52,him,92818,92821,6
booknlp,COREF,52,He,92843,92845,6
booknlp,COREF,52,me,92913,92915,6
exp,exp_name,dana,Dana,92944,92948,0
booknlp,COREF,33,you,92968,92971,0
booknlp,COREF,52,his,93037,93040,6
booknlp,COREF,52,He,93081,93083,6
booknlp,COREF,52,He,93163,93165,6
booknlp,COREF,33,you,93237,93240,0
booknlp,COREF,33,you,93247,93250,0
booknlp,COREF,52,him,93261,93264,6
exp,exp_name,sam,Sam,93281,93284,1
booknlp,COREF,52,him,93405,93408,6
booknlp,COREF,52,he,93410,93412,6
exp,exp_name,dana,Dana,93456,93460,0
booknlp,COREF,33,her,93475,93478,0
booknlp,COREF,33,her,93492,93495,0
exp,exp_name,the man,The man,93513,93520,3
booknlp,COREF,350,his,93532,93535,3
booknlp,COREF,350,I,93571,93572,3
booknlp,COREF,350,I,93586,93587,3
booknlp,COREF,350,My,93601,93603,3
booknlp,COREF,350,I,93643,93644,3
booknlp,COREF,350,I,93658,93659,3
booknlp,COREF,350,He,93673,93675,3
booknlp,COREF,350,his,93728,93731,3
exp,exp_name,sam,Sam,93757,93760,1
booknlp,COREF,37,his,93802,93805,1
exp,exp_name,dana,Dana,93846,93850,0
exp,exp_name,eichmann,Eichmann,93878,93886,6
booknlp,COREF,33,she,93979,93982,0
booknlp,COREF,33,you,94036,94039,0
exp,exp_name,sam,Sam,94064,94067,1
exp,exp_name,dana,Dana,94146,94150,0
booknlp,COREF,33,she,94168,94171,0
booknlp,COREF,33,herself,94184,94191,0
booknlp,COREF,33,her,94205,94208,0
booknlp,COREF,33,she,94216,94219,0
exp,exp_name,todd eichmann,Todd Eichmann,94263,94276,6
booknlp,COREF,33,she,94279,94282,0
booknlp,COREF,52,you,94325,94328,6
exp,exp_name,dana,Dana,94372,94376,0
exp,exp_name,todd eichmann,Todd Eichmann,94556,94569,6
booknlp,COREF,52,his,94588,94591,6
booknlp,COREF,52,him,94658,94661,6
booknlp,COREF,33,you,94673,94676,0
booknlp,COREF,52,he,94684,94686,6
booknlp,COREF,52,his,94697,94700,6
booknlp,COREF,33,you,94743,94746,0
exp,exp_name,dana,Dana,94755,94759,0
exp,exp_name,eichmann,Eichmann,94768,94776,6
booknlp,COREF,33,she,94787,94790,0
exp,exp_name,mr. eichmann,Mr. Eichmann,94799,94811,6
booknlp,COREF,55,you,94876,94879,6
booknlp,COREF,32,Julia Bennett,94898,94911,20
booknlp,COREF,32,her,94928,94931,20
booknlp,COREF,55,you,94963,94966,6
exp,exp_name,eichmann,Eichmann,94979,94987,6
booknlp,COREF,55,his,95011,95014,6
exp,exp_name,dana,Dana,95036,95040,0
exp,exp_name,sam,Sam,95045,95048,1
booknlp,COREF,55,His,95073,95076,6
booknlp,COREF,55,his,95120,95123,6
booknlp,COREF,52,he,95157,95159,6
exp,exp_name,dana,Dana,95258,95262,0
booknlp,COREF,33,her,95270,95273,0
booknlp,COREF,55,his,95318,95321,6
booknlp,COREF,55,you,95374,95377,6
booknlp,COREF,55,I,95399,95400,6
booknlp,COREF,55,your,95416,95420,6
exp,exp_name,eichmann,Eichmann,95435,95443,6
booknlp,COREF,55,his,95450,95453,6
booknlp,COREF,55,I,95504,95505,6
booknlp,COREF,55,you,95624,95627,6
exp,exp_name,sam,Sam,95642,95645,1
exp,exp_name,eichmann,Eichmann,95654,95662,6
booknlp,COREF,55,he,95683,95685,6
booknlp,COREF,55,I,95727,95728,6
booknlp,COREF,55,your,95762,95766,6
booknlp,COREF,55,I,95778,95779,6
booknlp,COREF,55,you,95785,95788,6
booknlp,COREF,55,my,95798,95800,6
booknlp,COREF,55,he,95828,95830,6
exp,exp_name,sam,Sam,95867,95870,1
booknlp,COREF,37,his,95886,95889,1
exp,exp_name,eichmann,Eichmann,95939,95947,6
exp,exp_name,sam,Sam,95978,95981,1
booknlp,COREF,55,your,95996,96000,6
booknlp,COREF,55,my,96013,96015,6
booknlp,COREF,55,he,96024,96026,6
booknlp,COREF,55,his,96033,96036,6
booknlp,COREF,55,You,96064,96067,6
exp,exp_name,mr. eichmann,Mr. Eichmann,96094,96106,6
exp,exp_name,sam,Sam,96109,96112,1
exp,exp_name,eichmann,Eichmann,96242,96250,6
booknlp,COREF,55,you,96278,96281,6
exp,exp_name,sam,Sam,96299,96302,1
booknlp,COREF,55,I,96425,96426,6
booknlp,COREF,55,you,96495,96498,6
booknlp,COREF,55,you,96549,96552,6
booknlp,COREF,55,I'm,96659,96662,6
booknlp,COREF,55,you,96668,96671,6
booknlp,COREF,55,He,96713,96715,6
booknlp,COREF,55,his,96722,96725,6
booknlp,COREF,55,you,96746,96749,6
booknlp,COREF,55,your,96759,96763,6
booknlp,COREF,55,You,96799,96802,6
booknlp,COREF,55,your,96830,96834,6
booknlp,COREF,55,you,96866,96869,6
booknlp,COREF,55,your,96890,96894,6
booknlp,COREF,55,you,96935,96938,6
exp,exp_name,eichmann,Eichmann,96947,96955,6
booknlp,COREF,55,he,96974,96976,6
booknlp,COREF,55,he,97069,97071,6
exp,exp_name,dana,Dana,97098,97102,0
exp,exp_name,sam,Sam,97107,97110,1
exp,exp_name,eichmann,Eichmann,97151,97159,6
exp,exp_name,dana,Dana,97276,97280,0
booknlp,COREF,33,her,97290,97293,0
exp,exp_name,eichmann,Eichmann,97312,97320,6
booknlp,COREF,55,He,97427,97429,6
booknlp,COREF,55,he,97538,97540,6
booknlp,COREF,55,his,97547,97550,6
exp,exp_name,dana,Dana,97617,97621,0
booknlp,COREF,33,her,97657,97660,0
exp,exp_name,eichmann,Eichmann,97680,97688,6
booknlp,COREF,55,you,97726,97729,6
booknlp,COREF,32,Julia Bennett,97739,97752,20
exp,exp_name,eichmann,Eichmann,97800,97808,6
exp,exp_name,dana,Dana,97824,97828,0
booknlp,COREF,55,You,97860,97863,6
exp,exp_name,eichmann,Eichmann,97909,97917,6
booknlp,COREF,55,his,97929,97932,6
booknlp,COREF,32,She,97998,98001,20
booknlp,COREF,55,I,98045,98046,6
exp,exp_name,sam,Sam,98110,98113,1
exp,exp_name,eichmann,Eichmann,98122,98130,6
booknlp,COREF,55,he,98184,98186,6
booknlp,COREF,32,Julia,98319,98324,20
booknlp,COREF,55,your,98336,98340,6
exp,exp_name,dana,Dana,98353,98357,0
booknlp,COREF,32,She,98367,98370,20
booknlp,COREF,55,me,98389,98391,6
exp,exp_name,eichmann,Eichmann,98405,98413,6
booknlp,COREF,32,She,98441,98444,20
booknlp,COREF,32,she,98480,98483,20
booknlp,COREF,55,you,98528,98531,6
exp,exp_name,sam,Sam,98539,98542,1
exp,exp_name,eichmann,Eichmann,98551,98559,6
booknlp,COREF,55,I,98571,98572,6
booknlp,COREF,32,She,98585,98588,20
booknlp,COREF,32,she,98639,98642,20
booknlp,COREF,55,my,98675,98677,6
exp,exp_name,dana,Dana,98702,98706,0
booknlp,COREF,33,her,98728,98731,0
booknlp,COREF,55,your,98747,98751,6
exp,exp_name,eichmann,Eichmann,98780,98788,6
booknlp,COREF,55,I,98828,98829,6
booknlp,COREF,55,you,98836,98839,6
booknlp,COREF,55,you,98952,98955,6
booknlp,COREF,32,her,98961,98964,20
exp,exp_name,sam,Sam,98982,98985,1
booknlp,COREF,55,you,99035,99038,6
booknlp,COREF,55,I,99074,99075,6
booknlp,COREF,55,I,99115,99116,6
booknlp,COREF,55,I,99135,99136,6
booknlp,COREF,55,you,99184,99187,6
booknlp,COREF,32,her,99197,99200,20
exp,exp_name,dana,Dana,99226,99230,0
exp,exp_name,eichmann,Eichmann,99239,99247,6
booknlp,COREF,55,his,99254,99257,6
booknlp,COREF,55,He,99305,99307,6
booknlp,COREF,55,his,99324,99327,6
booknlp,COREF,55,I,99342,99343,6
booknlp,COREF,32,she,99349,99352,20
booknlp,COREF,55,I,99371,99372,6
booknlp,COREF,55,you,99394,99397,6
booknlp,COREF,55,you,99434,99437,6
booknlp,COREF,55,I,99484,99485,6
exp,exp_name,eichmann,Eichmann,99522,99530,6
booknlp,COREF,55,He,99587,99589,6
booknlp,COREF,55,his,99611,99614,6
booknlp,COREF,55,I,99633,99634,6
booknlp,COREF,32,her,99647,99650,20
booknlp,COREF,55,he,99653,99655,6
booknlp,COREF,55,you,99691,99694,6
booknlp,COREF,55,you,99711,99714,6
exp,exp_name,sam,Sam,99729,99732,1
booknlp,COREF,37,I,99765,99766,1
booknlp,COREF,55,I,99776,99777,6
booknlp,COREF,55,I,99784,99785,6
booknlp,COREF,55,he,99800,99802,6
booknlp,COREF,55,his,99809,99812,6
booknlp,COREF,55,I,99839,99840,6
booknlp,COREF,55,I,99870,99871,6
booknlp,COREF,55,I,99891,99892,6
booknlp,COREF,55,you,99938,99941,6
exp,exp_name,dana,Dana,99955,99959,0
booknlp,COREF,55,I,99969,99970,6
exp,exp_name,eichmann,Eichmann,99994,100002,6
booknlp,COREF,55,you,100080,100083,6
exp,exp_name,sam,Sam,100108,100111,1
exp,exp_name,eichmann,Eichmann,100120,100128,6
booknlp,COREF,55,My,100138,100140,6
